time_s,engine.rpm,engine.tps,engine.gear,engine.water_temp,engine.oil_temp,gps.lat,gps.lon,gps.speed,imu.lat_g
0.57,8689,58.9,1,,,,,,0.919
0.58,8696,59.1,1,,,,,,0.932
0.59,8781,59.2,1,,,,,,0.945
0.60,8787,59.4,1,88.00586581909272,95.22216479966461,33.42425023241562,-111.92730157861726,33.74762629171449,0.958
0.61,8751,59.5,1,,,,,,0.971
0.62,8816,59.7,1,,,,,,0.984
0.63,8782,59.8,1,,,,,,0.996
0.64,8775,60.0,1,,,,,,1.008
0.65,8786,60.1,1,,,,,,1.021
0.66,8830,60.3,1,,,,,,1.033
0.67,8812,60.4,1,,,,,,1.044
0.68,8856,60.6,1,,,,,,1.056
0.69,8900,60.8,1,,,,,,1.067
0.70,8863,60.9,1,87.98105316809098,95.3856647714542,33.4242585905577,-111.92730214841822,34.36286482793085,1.079
0.71,8886,61.1,1,,,,,,1.090
0.72,8856,61.2,1,,,,,,1.101
0.73,8864,61.4,1,,,,,,1.112
0.74,8883,61.5,1,,,,,,1.122
0.75,8947,61.7,1,,,,,,1.133
0.76,8975,61.8,1,,,,,,1.143
0.77,8950,62.0,1,,,,,,1.153
0.78,8927,62.1,1,,,,,,1.163
0.79,8971,62.3,1,,,,,,1.173
0.80,9044,62.4,1,88.1182997631805,95.40173940132713,33.42426694227466,-111.9273028057126,34.9737977432971,1.182
0.81,9043,62.6,1,,,,,,1.191
0.82,8970,62.7,1,,,,,,1.201
0.83,9053,62.9,1,,,,,,1.209
0.84,9062,63.0,1,,,,,,1.218
0.85,9059,63.2,1,,,,,,1.227
0.86,9044,63.3,1,,,,,,1.235
0.87,9094,63.5,1,,,,,,1.243
0.88,9053,63.6,1,,,,,,1.251
0.89,9097,63.8,1,,,,,,1.259
0.90,9111,63.9,1,88.30150837181841,95.39030517777124,33.424275286650655,-111.92730355042832,35.579822120784584,1.267
0.91,9104,64.1,1,,,,,,1.274
0.92,9140,64.3,1,,,,,,1.281
0.93,9120,64.4,1,,,,,,1.288
0.94,9205,64.6,1,,,,,,1.295
0.95,9213,64.7,1,,,,,,1.302
0.96,9168,64.9,1,,,,,,1.308
0.97,9214,65.0,1,,,,,,1.314
0.98,9223,65.2,1,,,,,,1.320
0.99,9189,65.3,1,,,,,,1.326
1.00,9262,65.5,1,88.14906025539487,95.37806787814625,33.424283622770616,-111.92730438248371,36.180339887498945,1.331
1.01,9251,65.6,1,,,,,,1.337
1.02,9210,65.7,1,,,,,,1.342
1.03,9254,65.9,1,,,,,,1.347
1.04,9236,66.0,1,,,,,,1.352
1.05,9339,66.2,1,,,,,,1.356
1.06,9345,66.3,1,,,,,,1.360
1.07,9353,66.5,1,,,,,,1.364
1.08,9312,66.6,1,,,,,,1.368
1.09,9299,66.8,1,,,,,,1.372
1.10,9393,66.9,1,88.32541358279747,95.12752899018369,33.42429194972039,-111.92730530178753,36.774758404905825,1.375
1.11,9365,67.1,1,,,,,,1.378
1.12,9335,67.2,1,,,,,,1.381
1.13,9416,67.4,1,,,,,,1.384
1.14,9429,67.5,1,,,,,,1.387
1.15,9377,67.7,1,,,,,,1.389
1.16,9423,67.8,1,,,,,,1.391
1.17,9442,68.0,1,,,,,,1.393
1.18,9426,68.1,1,,,,,,1.395
1.19,9498,68.3,1,,,,,,1.396
1.20,9465,68.4,1,88.04467661892336,95.33563310900486,33.42430026658685,-111.92730630823895,37.36249105369356,1.397
1.21,9507,68.6,1,,,,,,1.398
1.22,9466,68.7,1,,,,,,1.399
1.23,9489,68.8,1,,,,,,1.400
1.24,9569,69.0,1,,,,,,1.400
1.25,9546,69.1,1,,,,,,1.400
1.26,9536,69.3,1,,,,,,1.400
1.27,9556,69.4,1,,,,,,1.400
1.28,9528,69.6,1,,,,,,1.399
1.29,9550,69.7,1,,,,,,1.398
1.30,9572,69.9,1,88.20860257889561,95.23860407606405,33.424308572457946,-111.92730740172762,37.94295781269561,1.397
1.31,9572,70.0,1,,,,,,1.396
1.32,9569,70.1,1,,,,,,1.395
1.33,9636,70.3,1,,,,,,1.393
1.34,9607,70.4,1,,,,,,1.391
1.35,9687,70.6,1,,,,,,1.389
1.36,9693,70.7,1,,,,,,1.387
1.37,9626,70.9,1,,,,,,1.384
1.38,9654,71.0,1,,,,,,1.381
1.39,9709,71.1,1,,,,,,1.378
1.40,9675,71.3,1,88.03952366044743,95.54740353814711,33.42431686642285,-111.92730858213363,38.51558583130145,1.375
1.41,9722,71.4,1,,,,,,1.372
1.42,9723,71.6,1,,,,,,1.368
1.43,9766,71.7,1,,,,,,1.364
1.44,9779,71.9,1,,,,,,1.360
1.45,9729,72.0,1,,,,,,1.356
1.46,9731,72.1,1,,,,,,1.352
1.47,9775,72.3,1,,,,,,1.347
1.48,9786,72.4,1,,,,,,1.342
1.49,9801,72.6,1,,,,,,1.337
1.50,9839,72.7,1,88.26926249600004,95.59349943871182,33.424325147572034,-111.92730984932753,39.079809994790935,1.331
1.51,9787,72.8,1,,,,,,1.326
1.52,9829,73.0,1,,,,,,1.320
1.53,9833,73.1,1,,,,,,1.314
1.54,9897,73.3,1,,,,,,1.308
1.55,9847,73.4,1,,,,,,1.302
1.56,9852,73.5,1,,,,,,1.295
1.57,9889,73.7,1,,,,,,1.288
1.58,9897,73.8,1,,,,,,1.281
1.59,9894,73.9,1,,,,,,1.274
1.60,9902,74.1,1,88.38253845162406,95.40371672184868,33.42433341499737,-111.92731120317035,39.63507348203431,1.267
1.61,9974,74.2,1,,,,,,1.259
1.62,9954,74.4,1,,,,,,1.251
1.63,9915,74.5,1,,,,,,1.243
1.64,10021,74.6,1,,,,,,1.235
1.65,10015,74.8,1,,,,,,1.227
1.66,10040,74.9,1,,,,,,1.218
1.67,10046,75.0,1,,,,,,1.209
1.68,10049,75.2,1,,,,,,1.201
1.69,9992,75.3,1,,,,,,1.191
1.70,10035,75.5,1,88.11204429717965,95.41350687201974,33.424341667792255,-111.92731264351363,40.180828315007425,1.182
1.71,10003,75.6,1,,,,,,1.173
1.72,10046,75.7,1,,,,,,1.163
1.73,10117,75.9,1,,,,,,1.153
1.74,10056,76.0,1,,,,,,1.143
1.75,10118,76.1,1,,,,,,1.133
1.76,10096,76.3,1,,,,,,1.122
1.77,10104,76.4,1,,,,,,1.112
1.78,10168,76.5,1,,,,,,1.101
1.79,10182,76.7,1,,,,,,1.090
1.80,10149,76.8,1,88.32721933603631,95.34163078194518,33.42434990505167,-111.92731417019942,40.71653589957993,1.079
1.81,10134,76.9,1,,,,,,1.067
1.82,10211,77.1,1,,,,,,1.056
1.83,10183,77.2,1,,,,,,1.044
1.84,10190,77.3,1,,,,,,1.033
1.85,10221,77.5,1,,,,,,1.021
1.86,10162,77.6,1,,,,,,1.008
1.87,10225,77.7,1,,,,,,0.996
1.88,10228,77.8,1,,,,,,0.984
1.89,10273,78.0,1,,,,,,0.971
1.90,10214,78.1,1,88.43747557058087,95.33837260463841,33.4243581258723,-111.92731578306031,41.24166755704261,0.958
1.91,10227,78.2,1,,,,,,0.945
1.92,10279,78.4,1,,,,,,0.932
1.93,10297,78.5,1,,,,,,0.919
1.94,10263,78.6,1,,,,,,0.906
1.95,10262,78.8,1,,,,,,0.892
1.96,10349,78.9,1,,,,,,0.879
1.97,10295,79.0,1,,,,,,0.865
1.98,10340,79.1,1,,,,,,0.851
1.99,10353,79.3,1,,,,,,0.837
2.00,10343,79.4,1,88.29993809541006,95.54205144559992,33.42436632935265,-111.92731748191942,41.75570504584947,0.823
2.01,10405,79.5,1,,,,,,0.809
2.02,10342,79.6,1,,,,,,0.794
2.03,10403,79.8,1,,,,,,0.780
2.04,10365,79.9,1,,,,,,0.765
2.05,10391,80.0,1,,,,,,0.750
2.06,10429,80.1,1,,,,,,0.735
2.07,10402,80.3,1,,,,,,0.720
2.08,10413,80.4,1,,,,,,0.705
2.09,10467,80.5,1,,,,,,0.690
2.10,10409,80.6,1,88.26308559839757,95.75892455504204,33.42437451459312,-111.92731926659044,42.258141073059534,0.674
2.11,10511,80.8,1,,,,,,0.659
2.12,10429,80.9,1,,,,,,0.643
2.13,10453,81.0,1,,,,,,0.628
2.14,10468,81.1,1,,,,,,0.612
2.15,10544,81.3,1,,,,,,0.596
2.16,10549,81.4,1,,,,,,0.580
2.17,10558,81.5,1,,,,,,0.564
2.18,10517,81.6,1,,,,,,0.548
2.19,10506,81.8,1,,,,,,0.532
2.20,10583,81.9,1,88.37448646047353,95.63081208716753,33.42438268069609,-111.92732113687771,42.74847979497379,0.515
2.21,10608,82.0,1,,,,,,0.499
2.22,10584,82.1,1,,,,,,0.483
2.23,10529,82.2,1,,,,,,0.466
2.24,10620,82.4,1,,,,,,0.449
2.25,10578,82.5,1,,,,,,0.433
2.26,10624,82.6,1,,,,,,0.416
2.27,10661,82.7,1,,,,,,0.399
2.28,10590,82.8,1,,,,,,0.382
2.29,10597,82.9,1,,,,,,0.365
2.30,10606,83.1,1,88.32765579154518,95.52167195530842,33.424390826766064,-111.92732309257607,43.22623730647304,0.348
2.31,10665,83.2,1,,,,,,0.331
2.32,10686,83.3,1,,,,,,0.314
2.33,10644,83.4,1,,,,,,0.297
2.34,10696,83.5,1,,,,,,0.280
2.35,10668,83.7,1,,,,,,0.262
2.36,10700,83.8,1,,,,,,0.245
2.37,10751,83.9,1,,,,,,0.228
2.38,10754,84.0,1,,,,,,0.210
2.39,10688,84.1,1,,,,,,0.193
2.40,10731,84.2,1,88.23033086546559,95.4407358273885,33.42439895190973,-111.9273251334711,43.69094211857377,0.175
2.41,10774,84.3,1,,,,,,0.158
2.42,10770,84.5,1,,,,,,0.141
2.43,10742,84.6,1,,,,,,0.123
2.44,10799,84.7,1,,,,,,0.105
2.45,10789,84.8,1,,,,,,0.088
2.46,10785,84.9,1,,,,,,0.070
2.47,10753,85.0,1,,,,,,0.053
2.48,10768,85.1,1,,,,,,0.035
2.49,10858,85.2,1,,,,,,0.018
2.50,10869,85.4,1,88.35118378048345,95.79973333755689,33.42440705523608,-111.92732725933897,44.14213562373095,0.000
2.51,10846,85.5,1,,,,,,-0.018
2.52,10811,85.6,1,,,,,,-0.035
2.53,10818,85.7,1,,,,,,-0.053
2.54,10845,85.8,1,,,,,,-0.070
2.55,10912,85.9,1,,,,,,-0.088
2.56,10911,86.0,1,,,,,,-0.105
2.57,10926,86.1,1,,,,,,-0.123
2.58,10939,86.2,1,,,,,,-0.141
2.59,10878,86.3,1,,,,,,-0.158
2.60,10891,86.4,1,88.18735030297943,95.80451220537002,33.42441513585649,-111.92732946994656,44.57937254842823,-0.175
2.61,10963,86.6,1,,,,,,-0.193
2.62,10924,86.7,1,,,,,,-0.210
2.63,10954,86.8,1,,,,,,-0.228
2.64,10916,86.9,1,,,,,,-0.245
2.65,11002,87.0,1,,,,,,-0.262
2.66,11003,87.1,1,,,,,,-0.280
2.67,11023,87.2,1,,,,,,-0.297
2.68,11015,87.3,1,,,,,,-0.314
2.69,11030,87.4,1,,,,,,-0.331
2.70,10953,87.5,1,88.45413998549408,95.65190258076265,33.42442319288483,-111.92733176505146,45.002221392609194,-0.348
2.71,11052,87.6,1,,,,,,-0.365
2.72,11047,87.7,1,,,,,,-0.382
2.73,11062,87.8,1,,,,,,-0.399
2.74,11065,87.9,1,,,,,,-0.416
2.75,11018,88.0,1,,,,,,-0.433
2.76,11079,88.1,1,,,,,,-0.449
2.77,11019,88.2,1,,,,,,-0.466
2.78,11103,88.3,1,,,,,,-0.483
2.79,11110,88.4,1,,,,,,-0.499
2.80,11054,88.5,1,88.49942618691365,95.72970438322135,33.42443122543755,-111.92733414440198,45.410264855515784,-0.515
2.81,11071,88.6,1,,,,,,-0.532
2.82,11128,88.7,1,,,,,,-0.548
2.83,11079,88.8,1,,,,,,-0.564
2.84,11066,88.9,1,,,,,,-0.580
2.85,11091,89.0,1,,,,,,-0.596
2.86,11112,89.1,1,,,,,,-0.612
2.87,11174,89.2,1,,,,,,-0.628
2.88,11192,89.3,1,,,,,,-0.643
2.89,11131,89.4,1,,,,,,-0.659
2.90,11175,89.5,1,88.3459361041773,95.96458937574586,33.4244392326338,-111.92733660773719,45.803100247513804,-0.674
2.91,11172,89.6,1,,,,,,-0.690
2.92,11220,89.7,1,,,,,,-0.705
2.93,11145,89.8,1,,,,,,-0.720
2.94,11238,89.9,1,,,,,,-0.735
2.95,11167,90.0,1,,,,,,-0.750
2.96,11253,90.1,1,,,,,,-0.765
2.97,11190,90.2,1,,,,,,-0.780
2.98,11182,90.3,1,,,,,,-0.794
2.99,11222,90.4,1,,,,,,-0.809
3.00,11259,90.5,1,88.32480459226531,95.84115087449707,33.4244472135955,-111.92733915478696,46.180339887498945,-0.823
3.01,11245,90.5,1,,,,,,-0.837
3.02,11239,90.6,1,,,,,,-0.851
3.03,11266,90.7,1,,,,,,-0.865
3.04,11241,90.8,1,,,,,,-0.879
3.05,11293,90.9,1,,,,,,-0.892
3.06,11230,91.0,1,,,,,,-0.906
3.07,11330,91.1,1,,,,,,-0.919
3.08,11298,91.2,1,,,,,,-0.932
3.09,11323,91.3,1,,,,,,-0.945
3.10,11333,91.4,1,88.48084954747792,95.77088488012193,33.42445516744744,-111.92734178527199,46.54161148549124,-0.958
3.11,11272,91.4,1,,,,,,-0.971
3.12,11339,91.5,1,,,,,,-0.984
3.13,11312,91.6,1,,,,,,-0.996
3.14,11318,91.7,1,,,,,,-1.008
3.15,11378,91.8,1,,,,,,-1.021
3.16,11372,91.9,1,,,,,,-1.033
3.17,11337,92.0,1,,,,,,-1.044
3.18,11345,92.0,1,,,,,,-1.056
3.19,11361,92.1,1,,,,,,-1.067
3.20,11368,92.2,1,88.3441201214129,95.7026312004287,33.42446309331739,-111.9273444989038,46.8865585100403,-1.079
3.21,11376,92.3,1,,,,,,-1.090
3.22,11435,92.4,1,,,,,,-1.101
3.23,11415,92.5,1,,,,,,-1.112
3.24,11444,92.5,1,,,,,,-1.122
3.25,11422,92.6,1,,,,,,-1.133
3.26,11397,92.7,1,,,,,,-1.143
3.27,11428,92.8,1,,,,,,-1.153
3.28,11380,92.9,1,,,,,,-1.163
3.29,11415,93.0,1,,,,,,-1.173
3.30,11436,93.0,1,88.47110711582697,95.94010865617862,33.4244709903362,-111.92734729538483,47.214840540078875,-1.182
3.31,11446,93.1,1,,,,,,-1.191
3.32,11450,93.2,1,,,,,,-1.201
3.33,11433,93.3,1,,,,,,-1.209
3.34,11466,93.4,1,,,,,,-1.218
3.35,11515,93.4,1,,,,,,-1.227
3.36,11510,93.5,1,,,,,,-1.235
3.37,11454,93.6,1,,,,,,-1.243
3.38,11452,93.7,1,,,,,,-1.251
3.39,11501,93.7,1,,,,,,-1.259
3.40,11519,93.8,1,88.38643878942773,96.03209636034227,33.42447885763786,-111.9273501744084,47.52613360087727,-1.267
3.41,11536,93.9,1,,,,,,-1.274
3.42,11535,94.0,1,,,,,,-1.281
3.43,11496,94.0,1,,,,,,-1.288
3.44,11499,94.1,1,,,,,,-1.295
3.45,11488,94.2,1,,,,,,-1.302
3.46,11515,94.3,1,,,,,,-1.308
3.47,11544,94.3,1,,,,,,-1.314
3.48,11588,94.4,1,,,,,,-1.320
3.49,11516,94.5,1,,,,,,-1.326
3.50,11555,94.6,1,88.51751489721768,95.80899158454108,33.424486694359636,-111.9273531356588,47.82013048376736,-1.331
3.51,11589,94.6,1,,,,,,-1.337
3.52,11575,94.7,1,,,,,,-1.342
3.53,11555,94.8,1,,,,,,-1.347
3.54,11602,94.8,1,,,,,,-1.352
3.55,11543,94.9,1,,,,,,-1.356
3.56,11623,95.0,1,,,,,,-1.360
3.57,11630,95.0,1,,,,,,-1.364
3.58,11569,95.1,1,,,,,,-1.368
3.59,11606,95.2,1,,,,,,-1.372
3.60,11587,95.2,1,88.66203524606749,95.96488075848886,33.424494499642144,-111.9273561788113,48.09654104932039,-1.375
3.61,11580,95.3,1,,,,,,-1.378
3.62,11605,95.4,1,,,,,,-1.381
3.63,11670,95.4,1,,,,,,-1.384
3.64,11636,95.5,1,,,,,,-1.387
3.65,11676,95.6,1,,,,,,-1.389
3.66,11668,95.6,1,,,,,,-1.391
3.67,11705,95.7,1,,,,,,-1.393
3.68,11671,95.8,1,,,,,,-1.395
3.69,11711,95.8,1,,,,,,-1.396
3.70,11710,95.9,1,88.53714452195585,96.07187677021267,33.424502272629454,-111.92735930353216,48.35509251367962,-1.397
3.71,11676,95.9,1,,,,,,-1.398
3.72,11714,96.0,1,,,,,,-1.399
3.73,11691,96.1,1,,,,,,-1.400
3.74,11730,96.1,1,,,,,,-1.400
3.75,11720,96.2,1,,,,,,-1.400
3.76,11698,96.3,1,,,,,,-1.400
3.77,11681,96.3,1,,,,,,-1.400
3.78,11685,96.4,1,,,,,,-1.399
3.79,11728,96.4,1,,,,,,-1.398
3.80,11746,96.5,1,88.51383281408738,96.0613251527051,33.42451001246916,-111.92736250947873,48.595529717765025,-1.397
3.81,11701,96.5,1,,,,,,-1.396
3.82,11686,96.6,1,,,,,,-1.395
3.83,11711,96.7,1,,,,,,-1.393
3.84,11714,96.7,1,,,,,,-1.391
3.85,11724,96.8,1,,,,,,-1.389
3.86,11750,96.8,1,,,,,,-1.387
3.87,11714,96.9,1,,,,,,-1.384
3.88,11728,96.9,1,,,,,,-1.381
3.89,11779,97.0,1,,,,,,-1.378
3.90,11784,97.0,1,88.34422811076432,96.00011288882419,33.42451771831251,-111.92736579629945,48.817615379084515,-1.375
3.91,11772,97.1,1,,,,,,-1.372
3.92,11764,97.1,1,,,,,,-1.368
3.93,11747,97.2,1,,,,,,-1.364
3.94,11772,97.3,1,,,,,,-1.360
3.95,11825,97.3,1,,,,,,-1.356
3.96,11797,97.4,1,,,,,,-1.352
3.97,11812,97.4,1,,,,,,-1.347
3.98,11832,97.5,1,,,,,,-1.342
3.99,11827,97.5,1,,,,,,-1.337
4.00,11792,97.6,1,88.33411292392286,96.00421250204724,33.42452538931446,-111.92736916363388,49.02113032590307,-1.331
4.01,11833,97.6,1,,,,,,-1.326
4.02,11847,97.6,1,,,,,,-1.320
4.03,11861,97.7,1,,,,,,-1.314
4.04,11811,97.7,1,,,,,,-1.308
4.05,11848,97.8,1,,,,,,-1.302
4.06,11831,97.8,1,,,,,,-1.295
4.07,11841,97.9,1,,,,,,-1.288
4.08,11806,97.9,1,,,,,,-1.281
4.09,11810,98.0,1,,,,,,-1.274
4.10,11835,98.0,1,88.35657643010066,96.0243848217233,33.42453302463381,-111.92737261111276,49.205873713538864,-1.267
4.11,11863,98.1,1,,,,,,-1.259
4.12,11839,98.1,1,,,,,,-1.251
4.13,11818,98.1,1,,,,,,-1.243
4.14,11852,98.2,1,,,,,,-1.235
4.15,11821,98.2,1,,,,,,-1.227
4.16,11874,98.3,1,,,,,,-1.218
4.17,11817,98.3,1,,,,,,-1.209
4.18,11857,98.4,1,,,,,,-1.201
4.19,11878,98.4,1,,,,,,-1.191
4.20,11827,98.4,1,88.61527231778068,95.97062471204612,33.42454062343325,-111.92737613835803,49.37166322257262,-1.182
4.21,11874,98.5,1,,,,,,-1.173
4.22,11836,98.5,1,,,,,,-1.163
4.23,11871,98.5,1,,,,,,-1.153
4.24,11858,98.6,1,,,,,,-1.143
4.25,11872,98.6,1,,,,,,-1.133
4.26,11919,98.7,1,,,,,,-1.122
4.27,11883,98.7,1,,,,,,-1.112
4.28,11923,98.7,1,,,,,,-1.101
4.29,11934,98.8,1,,,,,,-1.090
4.30,11879,98.8,1,88.4041347062261,95.9504977410629,33.4245481848795,-111.92737974498287,49.51833523877495,-1.079
4.31,11910,98.8,1,,,,,,-1.067
4.32,11959,98.9,1,,,,,,-1.056
4.33,11897,98.9,1,,,,,,-1.044
4.34,11929,98.9,1,,,,,,-1.033
4.35,11945,99.0,1,,,,,,-1.021
4.36,11935,99.0,1,,,,,,-1.008
4.37,11947,99.0,1,,,,,,-0.996
4.38,11969,99.1,1,,,,,,-0.984
4.39,11897,99.1,1,,,,,,-0.971
4.40,11881,99.1,1,88.4455185574056,96.01961962813307,33.424555708143345,-111.9273834305918,49.64574501457378,-0.958
4.41,11948,99.1,1,,,,,,-0.945
4.42,11940,99.2,1,,,,,,-0.932
4.43,11908,99.2,1,,,,,,-0.919
4.44,11958,99.2,1,,,,,,-0.906
4.45,11967,99.3,1,,,,,,-0.892
4.46,11909,99.3,1,,,,,,-0.879
4.47,11955,99.3,1,,,,,,-0.865
4.48,11972,99.3,1,,,,,,-0.851
4.49,11910,99.4,1,,,,,,-0.837
4.50,11983,99.4,1,88.78364083910803,96.03874455965185,33.42456319239979,-111.92738719478065,49.75376681190276,-0.823
4.51,11905,99.4,1,,,,,,-0.809
4.52,11936,99.4,1,,,,,,-0.794
4.53,11974,99.5,1,,,,,,-0.780
4.54,12004,99.5,1,,,,,,-0.765
4.55,11950,99.5,1,,,,,,-0.750
4.56,11983,99.5,1,,,,,,-0.735
4.57,11921,99.5,1,,,,,,-0.720
4.58,11984,99.6,1,,,,,,-0.705
4.59,11980,99.6,1,,,,,,-0.690
4.60,11929,99.6,1,88.71992515298896,96.36198289365247,33.42457063682809,-111.92739103713662,49.84229402628956,-0.674
4.61,11980,99.6,1,,,,,,-0.659
4.62,11934,99.6,1,,,,,,-0.643
4.63,12021,99.7,1,,,,,,-0.628
4.64,12003,99.7,1,,,,,,-0.612
4.65,11961,99.7,1,,,,,,-0.596
4.66,11970,99.7,1,,,,,,-0.580
4.67,11966,99.7,1,,,,,,-0.564
4.68,11980,99.7,1,,,,,,-0.548
4.69,11965,99.8,1,,,,,,-0.532
4.70,12017,99.8,1,88.75303864722265,96.09042810823087,33.42457804061189,-111.92739495723835,49.9112392920616,-0.515
4.71,12029,99.8,1,,,,,,-0.499
4.72,11998,99.8,1,,,,,,-0.483
4.73,12018,99.8,1,,,,,,-0.466
4.74,12007,99.8,1,,,,,,-0.449
4.75,11981,99.8,1,,,,,,-0.433
4.76,12012,99.9,1,,,,,,-0.416
4.77,12036,99.9,1,,,,,,-0.399
4.78,11967,99.9,1,,,,,,-0.382
4.79,12022,99.9,1,,,,,,-0.365
4.80,11996,99.9,1,88.63067182801025,96.24877545011553,33.42458540293928,-111.92739895465597,49.960534568565436,-0.348
4.81,12016,99.9,1,,,,,,-0.331
4.82,11970,99.9,1,,,,,,-0.314
4.83,12029,99.9,1,,,,,,-0.297
4.84,12028,99.9,1,,,,,,-0.280
4.85,11954,99.9,1,,,,,,-0.262
4.86,12034,100.0,1,,,,,,-0.245
4.87,11971,100.0,1,,,,,,-0.228
4.88,11994,100.0,1,,,,,,-0.210
4.89,12009,100.0,1,,,,,,-0.193
4.90,11986,100.0,1,88.46191229123274,96.44124571877441,33.42459272300289,-111.9274030289511,49.99013120731463,-0.175
4.91,11967,100.0,1,,,,,,-0.158
4.92,11970,100.0,1,,,,,,-0.141
4.93,12029,100.0,1,,,,,,-0.123
4.94,11983,100.0,1,,,,,,-0.105
4.95,12038,100.0,1,,,,,,-0.088
4.96,12020,100.0,1,,,,,,-0.070
4.97,11977,100.0,1,,,,,,-0.053
4.98,11951,100.0,1,,,,,,-0.035
4.99,12045,100.0,1,,,,,,-0.018
5.00,11959,100.0,1,88.75161439641533,96.32260020028684,33.4246,-111.92740717967698,50.0,-0.000
5.01,12026,100.0,1,,,,,,0.018
5.02,12019,100.0,1,,,,,,0.035
5.03,12014,100.0,1,,,,,,0.053
5.04,11999,100.0,1,,,,,,0.070
5.05,12029,100.0,1,,,,,,0.088
5.06,11959,100.0,1,,,,,,0.105
5.07,11971,100.0,1,,,,,,0.123
5.08,12018,100.0,1,,,,,,0.141
5.09,11979,100.0,1,,,,,,0.158
5.10,12006,100.0,1,88.6660335917718,96.36582756499428,33.4246072331326,-111.9274114063784,49.99013120731463,0.175
5.11,11990,100.0,1,,,,,,0.193
5.12,12022,100.0,1,,,,,,0.210
5.13,11980,100.0,1,,,,,,0.228
5.14,12016,100.0,1,,,,,,0.245
5.15,11973,99.9,1,,,,,,0.262
5.16,11970,99.9,1,,,,,,0.280
5.17,11956,99.9,1,,,,,,0.297
5.18,11963,99.9,1,,,,,,0.314
5.19,11955,99.9,1,,,,,,0.331
5.20,11996,99.9,1,88.7947425863474,96.25379342208257,33.4246144216075,-111.92741570859187,49.960534568565436,0.348
5.21,11963,99.9,1,,,,,,0.365
5.22,11989,99.9,1,,,,,,0.382
5.23,12012,99.9,1,,,,,,0.399
5.24,12036,99.9,1,,,,,,0.416
5.25,11990,99.8,1,,,,,,0.433
5.26,11965,99.8,1,,,,,,0.449
5.27,11946,99.8,1,,,,,,0.466
5.28,11954,99.8,1,,,,,,0.483
5.29,11956,99.8,1,,,,,,0.499
5.30,11950,99.8,1,88.50865577056302,96.41964688302826,33.424621564636396,-111.92742008584561,49.9112392920616,0.515
